01:03:47 | WARNING  | TICK:0000 | Spawn position (25.0, 25.0) blocked, searching for clear spot
03:36:13 | WARNING  | TICK:2534 | Spawn position (41.0, 41.0) blocked, searching for clear spot
03:37:55 | WARNING  | TICK:2523 | Spawn position (25.0, 25.0) blocked, searching for clear spot
03:37:55 | WARNING  | TICK:2523 | Spawn position (33.0, 33.0) blocked, searching for clear spot
03:37:55 | WARNING  | TICK:2523 | Spawn position (41.0, 41.0) blocked, searching for clear spot
03:39:34 | WARNING  | TICK:2534 | Spawn position (25.0, 25.0) blocked, searching for clear spot
03:39:34 | WARNING  | TICK:2534 | Spawn position (33.0, 33.0) blocked, searching for clear spot
03:39:34 | WARNING  | TICK:2534 | Spawn position (41.0, 41.0) blocked, searching for clear spot
03:41:12 | WARNING  | TICK:2534 | Spawn position (25.0, 25.0) blocked, searching for clear spot
03:41:12 | WARNING  | TICK:2534 | Spawn position (33.0, 33.0) blocked, searching for clear spot
03:41:12 | WARNING  | TICK:2534 | Spawn position (41.0, 41.0) blocked, searching for clear spot
